Name;Hm0 deep;Tp deep;Tm deep;Tm-1,0 deep;h deep;m;b;h;Hm0 toe;Tp toe;Tm toe;Tm-1,0 toe;ht;Bt;gf;cotad;cotau;cotaexcl;cotaincl;Rc;B;hb;tanaB;Bh;Ac;Gc;RF;CF;q
;m;s;s;s;m;;°;m;m;s;s;s;m;m;;;;;;m;m;m;;m;m;m;;;m3/s/m
706-039;0.136;1.384;1.246;1.327;1.04;20;0;0.47;0.109;1.384;1.244;1.339;0.11;0;0.4;5.11;1.4;3.16;3.16;0.08;0;0.02;0;0;0.08;0.31;1;2;3.74E-05
706-040;0.139;1.384;1.271;1.355;1.04;20;0;0.47;0.11;1.384;1.266;1.365;0.1;0;0.4;5.33;1.25;3.29;3.29;0.08;0;0.01;0;0;0.08;0.31;1;2;4.58E-05
706-041;0.143;1.384;1.299;1.39;1.04;20;0;0.47;0.117;1.384;1.296;1.406;0.1;0;0.4;4.9;1.25;3.28;3.28;0.08;0;0;0;0;0.08;0.31;1;2;7.46E-05
706-042;0.114;1.347;1.204;1.262;1.04;20;0;0.47;0.089;1.347;1.187;1.258;0.47;0;0.4;2;1.25;1.86;3.03;0.08;0.25;-0.04;0;0.25;0.08;0.38;1;2;3.14E-07
706-043;0.123;1.347;1.23;1.295;1.04;20;0;0.47;0.096;1.422;1.219;1.296;0.08;0;0.4;2.79;1.25;2.59;3.22;0.08;0.1;-0.06;0;0.1;0.08;0.38;1;2;1.63E-06
706-044;0.132;1.422;1.27;1.339;1.04;20;0;0.47;0.104;1.422;1.265;1.345;0.1;0;0.4;4.63;1.7;3;3;0.08;0;0.02;0;0;0.08;0.45;1;2;6.35E-06
706-045;0.143;1.506;1.296;1.365;1.04;20;0;0.47;0.113;1.506;1.299;1.378;0.1;0;0.4;5.86;1.17;2.99;2.99;0.08;0;0.03;0;0;0.08;0.44;1;2;2.25E-05
706-046;0.127;1.384;1.225;1.301;1.04;20;0;0.47;0.101;1.384;1.213;1.302;0.47;0;0.4;2.46;1.25;2.13;2.61;0.14;0.14;-0.06;0;0.14;0.14;0.17;1;2;1.04E-05
706-047;0.141;1.384;1.254;1.335;1.04;20;0;0.47;0.109;1.384;1.263;1.359;0.47;0;0.4;2.22;1.4;2.09;2.32;0.14;0.07;-0.09;0;0.07;0.14;0.17;1;3;4.47E-05
706-048;0.145;1.384;1.293;1.388;1.04;20;0;0.47;0.112;1.384;1.3;1.409;0.12;0;0.4;3.5;1.25;2.63;2.63;0.14;0;-0.04;0;0;0.14;0.17;1;2;6.51E-05
706-049;0.151;1.552;1.335;1.43;1.04;20;0;0.47;0.118;1.552;1.337;1.448;0.14;0;0.4;4;1.64;2.82;2.82;0.14;0;0;0;0;0.14;0.14;1;2;0.000111841
706-050;0.135;1.506;1.284;1.353;1.04;20;0;0.47;0.107;1.506;1.282;1.364;0.08;0;0.4;2.19;1.25;1.93;2.3;0.14;0.08;-0.08;0;0.08;0.14;0.26;1;3;9.54E-06
706-051;0.144;1.506;1.317;1.388;1.04;20;0;0.47;0.116;1.506;1.314;1.4;0.1;0;0.4;6.13;1.2;2.84;2.84;0.14;0;0.02;0;0;0.14;0.27;1;2;1.91E-05
706-052;0.146;1.506;1.337;1.415;1.04;20;0;0.47;0.115;1.506;1.331;1.425;0.11;0;0.4;5.67;1.25;2.84;2.84;0.14;0;0.02;0;0;0.14;0.24;1;2;3.16E-05
706-053;0.159;1.506;1.378;1.458;1.04;20;0;0.47;0.126;1.552;1.381;1.475;0.16;0;0.4;4.63;1.25;3.05;3.05;0.14;0;0;0;0;0.14;0.19;1;2;0.000103476
706-054;0.144;1.384;1.278;1.373;1.04;20;0;0.47;0.114;1.384;1.288;1.395;0.12;0;0.4;4.09;1.67;2.69;2.69;0.14;0;0.01;0;0;0.14;0.31;1;2;5.46E-06
706-055;0.153;1.552;1.344;1.447;1.04;20;0;0.47;0.122;1.6;1.342;1.467;0.12;0;0.4;5.67;1.53;2.96;2.96;0.14;0;0.03;0;0;0.14;0.28;1;2;3.31E-05
706-056;0.159;1.6;1.392;1.493;1.04;20;0;0.47;0.129;1.6;1.397;1.52;0.15;0;0.4;5.17;1.29;2.9;2.9;0.14;0;0.03;0;0;0.14;0.23;1;2;6.60E-05
706-057;0.142;1.506;1.311;1.382;1.04;20;0;0.47;0.115;1.506;1.299;1.387;0.12;0;0.4;4.09;1.87;2.81;2.81;0.14;0;0.01;0;0;0.14;0.38;1;2;3.02E-06
706-058;0.156;1.463;1.349;1.425;1.04;20;0;0.47;0.125;1.506;1.347;1.439;0.14;0;0.4;4.42;1.44;2.71;2.71;0.14;0;0.02;0;0;0.14;0.38;1;2;1.31E-05
706-059;0.159;1.552;1.371;1.448;1.04;20;0;0.47;0.13;1.6;1.367;1.462;0.13;0;0.4;4.92;1.31;2.91;2.91;0.14;0;0.01;0;0;0.14;0.34;1;2;3.14E-05
706-060;0.166;1.6;1.399;1.48;1.04;20;0;0.47;0.134;1.6;1.397;1.497;0.14;0;0.4;5.07;1.14;3.11;3.11;0.14;0;0;0;0;0.14;0.32;1;2;3.85E-05
706-061;0.133;1.422;1.261;1.326;1.04;20;0;0.47;0.102;1.422;1.259;1.336;0.47;0;0.4;2.07;1.25;1.85;2.37;0.17;0.16;-0.07;0;0.16;0.17;0.17;1;2;1.74E-06
706-062;0.139;1.506;1.298;1.37;1.04;20;0;0.47;0.108;1.506;1.291;1.377;0.13;0;0.4;3.75;0.96;2.11;2.11;0.17;0;0.01;0;0;0.17;0.17;1;2;1.43E-05
706-063;0.149;1.506;1.334;1.409;1.04;20;0;0.47;0.116;1.506;1.329;1.42;0.12;0;0.4;4.73;1.26;2.58;2.58;0.17;0;0.01;0;0;0.17;0.17;1;2;4.07E-05
706-064;0.159;1.6;1.368;1.446;1.04;20;0;0.47;0.125;1.6;1.368;1.467;0.13;0;0.4;4.92;1.25;2.72;2.72;0.17;0;0.01;0;0;0.17;0.14;1;2;8.21E-05
706-065;0.139;1.506;1.299;1.369;1.04;20;0;0.47;0.107;1.463;1.289;1.375;0.09;0;0.4;3.17;1.86;2.49;2.49;0.17;0;-0.03;0;0;0.17;0.24;1;2;4.90E-06
706-066;0.151;1.506;1.331;1.406;1.04;20;0;0.47;0.117;1.506;1.333;1.422;0.14;0;0.4;3.92;1.44;2.48;2.48;0.17;0;0.01;0;0;0.17;0.24;1;2;1.17E-05
706-067;0.158;1.6;1.364;1.442;1.04;20;0;0.47;0.124;1.6;1.363;1.459;0.15;0;0.4;4;1.24;2.53;2.53;0.17;0;0;0;0;0.17;0.22;1;2;3.20E-05
706-068;0.165;1.506;1.412;1.494;1.04;20;0;0.47;0.128;1.707;1.407;1.51;0.12;0;0.4;5.91;0.75;2.71;2.71;0.17;0;0.01;0;0;0.17;0.18;1;2;6.33E-05
706-069;0.147;1.552;1.323;1.417;1.04;20;0;0.47;0.118;1.6;1.326;1.442;0.11;0;0.4;3.71;1.2;2.46;2.46;0.17;0;-0.03;0;0;0.17;0.31;1;2;5.86E-06
706-070;0.153;1.6;1.347;1.451;1.04;20;0;0.47;0.123;1.6;1.368;1.494;0.13;0;0.4;4.83;1.17;2.63;2.63;0.17;0;0.01;0;0;0.17;0.3;1;2;1.81E-05
706-071;0.166;1.829;1.406;1.511;1.04;20;0;0.47;0.134;1.829;1.438;1.563;0.14;0;0.4;4.79;1.12;2.77;2.77;0.17;0;0;0;0;0.17;0.27;1;2;4.58E-05
706-072;0.181;1.829;1.463;1.566;1.04;20;0;0.47;0.145;1.829;1.488;1.612;0.16;0;0.4;4.21;1.14;2.91;2.91;0.17;0;-0.03;0;0;0.17;0.23;1;2;8.55E-05
706-073;0.153;1.506;1.34;1.415;1.04;20;0;0.47;0.123;1.6;1.341;1.429;0.1;0;0.4;3.92;1.47;2.56;2.56;0.17;0;-0.02;0;0;0.17;0.38;1;2;6.50E-06
706-074;0.159;1.506;1.367;1.447;1.04;20;0;0.47;0.127;1.6;1.371;1.469;0.11;0;0.4;5;1.21;2.56;2.56;0.17;0;0.01;0;0;0.17;0.38;1;2;9.35E-06
706-075;0.167;1.6;1.404;1.487;1.04;20;0;0.47;0.135;1.6;1.416;1.515;0.15;0;0.4;4.19;1.19;2.69;2.69;0.17;0;-0.01;0;0;0.17;0.33;1;2;1.65E-05
706-076;0.179;1.6;1.455;1.537;1.04;20;0;0.47;0.147;1.6;1.456;1.559;0.15;0;0.4;4.21;1.21;2.99;2.99;0.17;0;-0.04;0;0;0.17;0.25;1;2;5.16E-05
706-077;0.145;1.384;1.276;1.366;1.04;20;0;0.47;0.109;1.384;1.283;1.386;0.11;0;0.4;6;1.53;2.95;2.95;0.11;0;0.04;0;0;0.11;0.2;1;2;0.000101358
706-078;0.122;1.422;1.225;1.288;1.04;20;0;0.47;0.097;1.422;1.215;1.29;0.09;0;0.4;5;1.1;2.71;2.71;0.08;0;0.02;0;0;0.08;0.36;1;2;2.85E-05
706-079;0.135;1.422;1.26;1.328;1.04;20;0;0.47;0.106;1.422;1.263;1.341;0.13;0;0.4;4.88;1.64;2.87;2.87;0.08;0;0.05;0;0;0.08;0.28;1;2;6.31E-05
706-080;0.149;1.506;1.336;1.41;1.04;20;0;0.47;0.117;1.506;1.331;1.418;0.13;0;0.4;4.64;1.6;3.19;3.19;0.08;0;0.02;0;0;0.08;0.37;1;2;5.46E-05
706-081;0.158;1.552;1.372;1.449;1.04;20;0;0.47;0.126;1.552;1.365;1.458;0.12;0;0.4;6.22;1.27;3.5;3.5;0.08;0;0.03;0;0;0.08;0.36;1;2;0.000114576
706-082;0.185;1.766;1.472;1.565;1.04;20;0;0.47;0.15;1.707;1.492;1.606;0.18;0;0.4;4.9;0.64;3.07;3.07;0.17;0;-0.02;0;0;0.17;0.24;1;2;6.95E-05
801-001;0.106;1.779;1.482;1.617;0.605;50;0;0.255;0.106;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;2.54E-05
801-002;0.117;1.779;1.482;1.617;0.605;50;0;0.255;0.117;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;4.96E-05
801-003;0.128;1.779;1.482;1.617;0.605;50;0;0.255;0.128;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;9.67E-05
801-004;0.132;1.779;1.482;1.617;0.605;50;0;0.255;0.132;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;1.27E-04
801-005;0.137;1.779;1.482;1.617;0.605;50;0;0.255;0.137;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;1.51E-04
801-006;0.107;1.779;1.482;1.617;0.605;50;0;0.255;0.107;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;1.57E-05
801-007;0.117;1.779;1.482;1.617;0.605;50;0;0.255;0.117;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;4.11E-05
801-008;0.128;1.779;1.482;1.617;0.605;50;0;0.255;0.128;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;7.74E-05
801-009;0.132;1.779;1.482;1.617;0.605;50;0;0.255;0.132;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;9.07E-05
801-010;0.138;1.779;1.482;1.617;0.605;50;0;0.255;0.138;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;1.45E-04
801-011;0.144;1.779;1.482;1.617;0.605;50;0;0.255;0.144;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;2.66E-04
801-012;0.104;1.779;1.482;1.617;0.605;50;30;0.255;0.104;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;8.47E-06
801-013;0.115;1.779;1.482;1.617;0.605;50;30;0.255;0.115;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;1.69E-05
801-014;0.125;1.779;1.482;1.617;0.605;50;30;0.255;0.125;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;3.39E-05
801-015;0.13;1.779;1.482;1.617;0.605;50;30;0.255;0.13;1.779;1.482;1.617;0.176;0.091;0.38;2;2;2;2;0.159;0;0;0;0;0.159;0.386;2;3;5.44E-05
802-001;0.153;1.774;1.478;1.613;0.58;30;0;0.225;0.139;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.07;0;0;0;0;0.07;0;2;1;2.95E-03
802-002;0.153;1.774;1.478;1.613;0.58;30;0;0.225;0.139;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.105;0;0;0;0;0.105;0;2;1;1.79E-03
802-003;0.153;1.774;1.478;1.613;0.58;30;0;0.225;0.139;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.148;0;0;0;0;0.148;0;2;1;9.32E-04
802-004;0.152;1.774;1.478;1.613;0.58;30;0;0.225;0.139;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.188;0;0;0;0;0.188;0;2;1;4.17E-04
802-005;0.152;1.774;1.478;1.613;0.58;30;0;0.225;0.139;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.225;0;0;0;0;0.225;0;2;1;2.42E-04
802-006;0.16;1.774;1.478;1.613;0.58;30;0;0.225;0.142;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.257;0;0;0;0;0.257;0;2;1;1.27E-04
802-007;0.153;1.774;1.478;1.613;0.58;30;0;0.15;0.107;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.073;0;0;0;0;0.073;0;2;1;2.17E-03
802-008;0.152;1.774;1.478;1.613;0.58;30;0;0.15;0.107;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.11;0;0;0;0;0.11;0;2;1;9.43E-04
802-009;0.153;1.774;1.478;1.613;0.58;30;0;0.15;0.107;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.149;0;0;0;0;0.149;0;2;1;4.74E-04
802-010;0.15;1.774;1.478;1.613;0.58;30;0;0.15;0.107;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.186;0;0;0;0;0.186;0;2;1;1.92E-04
802-011;0.145;1.774;1.478;1.613;0.58;30;0;0.15;0.106;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.224;0;0;0;0;0.224;0;2;1;9.50E-05
802-012;0.149;1.774;1.478;1.613;0.58;30;0;0.15;0.107;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.261;0;0;0;0;0.261;0;2;1;5.69E-05
802-013;0.161;1.774;1.478;1.613;0.58;30;0;0.1;0.08;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.075;0;0;0;0;0.075;0;3;1;1.14E-03
802-014;0.159;1.774;1.478;1.613;0.58;30;0;0.1;0.08;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.113;0;0;0;0;0.113;0;3;1;4.47E-04
802-015;0.156;1.774;1.478;1.613;0.58;30;0;0.1;0.08;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.15;0;0;0;0;0.15;0;3;1;1.39E-04
802-016;0.163;1.774;1.478;1.613;0.58;30;0;0.1;0.08;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.189;0;0;0;0;0.189;0;3;1;7.08E-05
802-017;0.162;1.774;1.478;1.613;0.58;30;0;0.1;0.08;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.225;0;0;0;0;0.225;0;3;1;3.76E-05
802-018;0.16;1.774;1.478;1.613;0.58;30;0;0.1;0.08;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.26;0;0;0;0;0.26;0;3;1;2.15E-05
802-019;0.164;1.774;1.478;1.613;0.58;30;0;0.05;0.046;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.073;0;0;0;0;0.073;0;4;1;2.75E-04
802-020;0.164;1.774;1.478;1.613;0.58;30;0;0.05;0.046;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.109;0;0;0;0;0.109;0;4;1;5.01E-05
802-021;0.164;1.774;1.478;1.613;0.58;30;0;0.05;0.046;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.148;0;0;0;0;0.148;0;4;1;1.06E-05
802-022;0.164;1.774;1.478;1.613;0.58;30;0;0.05;0.046;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.184;0;0;0;0;0.184;0;4;1;5.34E-06
802-023;0.164;1.774;1.478;1.613;0.58;30;0;0.05;0.046;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.222;0;0;0;0;0.222;0;4;1;2.43E-06
802-024;0.164;1.774;1.478;1.613;0.58;30;0;0.05;0.046;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.26;0;0;0;0;0.26;0;4;1;7.20E-07
802-033;0.098;1.774;1.478;1.613;0.58;30;0;0.15;0.096;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.071;0;0;0;0;0.071;0;2;1;8.60E-04
802-034;0.094;1.774;1.478;1.613;0.58;30;0;0.15;0.095;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.11;0;0;0;0;0.11;0;2;1;3.28E-04
802-036;0.07;1.774;1.478;1.613;0.58;30;0;0.15;0.079;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.071;0;0;0;0;0.071;0;2;1;8.21E-05
802-037;0.07;1.774;1.478;1.613;0.58;30;0;0.15;0.079;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.11;0;0;0;0;0.11;0;2;1;1.96E-05
802-039;0.129;2.4;2;2.182;0.58;30;0;0.225;0.137;2.445;2.038;2.223;0.225;0;1;0;0;0;0;0.065;0;0;0;0;0.065;0;2;1;3.61E-03
802-040;0.133;2.4;2;2.182;0.58;30;0;0.225;0.139;2.445;2.038;2.223;0.225;0;1;0;0;0;0;0.141;0;0;0;0;0.141;0;2;1;1.06E-03
802-041;0.123;2.4;2;2.182;0.58;30;0;0.225;0.133;2.445;2.038;2.223;0.225;0;1;0;0;0;0;0.219;0;0;0;0;0.219;0;2;1;2.86E-04
802-042;0.125;2.4;2;2.182;0.58;30;0;0.15;0.113;2.445;2.038;2.223;0.15;0;1;0;0;0;0;0.07;0;0;0;0;0.07;0;3;1;2.38E-03
802-043;0.122;2.4;2;2.182;0.58;30;0;0.15;0.112;2.445;2.038;2.223;0.15;0;1;0;0;0;0;0.148;0;0;0;0;0.148;0;3;1;6.51E-04
802-044;0.127;2.4;2;2.182;0.58;30;0;0.15;0.113;2.445;2.038;2.223;0.15;0;1;0;0;0;0;0.222;0;0;0;0;0.222;0;3;1;1.56E-04
802-045;0.134;2.4;2;2.182;0.58;30;0;0.1;0.088;2.445;2.038;2.223;0.1;0;1;0;0;0;0;0.075;0;0;0;0;0.075;0;3;1;1.16E-03
802-046;0.125;2.4;2;2.182;0.58;30;0;0.1;0.087;2.445;2.038;2.223;0.1;0;1;0;0;0;0;0.15;0;0;0;0;0.15;0;3;1;2.39E-04
802-047;0.13;2.4;2;2.182;0.58;30;0;0.1;0.087;2.445;2.038;2.223;0.1;0;1;0;0;0;0;0.186;0;0;0;0;0.186;0;3;1;9.03E-05
802-048;0.131;2.4;2;2.182;0.58;30;0;0.05;0.052;2.445;2.038;2.223;0.05;0;1;0;0;0;0;0.068;0;0;0;0;0.068;0;4;1;6.14E-04
802-049;0.13;2.4;2;2.182;0.58;30;0;0.05;0.052;2.445;2.038;2.223;0.05;0;1;0;0;0;0;0.145;0;0;0;0;0.145;0;4;1;5.31E-05
802-050;0.129;2.4;2;2.182;0.58;30;0;0.05;0.052;2.445;2.038;2.223;0.05;0;1;0;0;0;0;0.182;0;0;0;0;0.182;0;4;1;1.67E-05
802-056;0.132;2.922;2.435;2.656;0.58;30;0;0.225;0.144;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.07;0;0;0;0;0.07;0;2;1;5.07E-03
802-057;0.131;2.922;2.435;2.656;0.58;30;0;0.225;0.143;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.105;0;0;0;0;0.105;0;2;1;3.37E-03
802-058;0.131;2.922;2.435;2.656;0.58;30;0;0.225;0.143;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.148;0;0;0;0;0.148;0;2;1;2.40E-03
802-059;0.129;2.922;2.435;2.656;0.58;30;0;0.225;0.141;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.188;0;0;0;0;0.188;0;2;1;1.27E-03
802-060;0.128;2.922;2.435;2.656;0.58;30;0;0.225;0.141;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.225;0;0;0;0;0.225;0;2;1;8.65E-04
802-061;0.128;2.922;2.435;2.656;0.58;30;0;0.225;0.141;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.257;0;0;0;0;0.257;0;2;1;5.63E-04
802-062;0.136;2.922;2.435;2.656;0.58;30;0;0.15;0.121;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.073;0;0;0;0;0.073;0;3;1;2.44E-03
802-063;0.133;2.922;2.435;2.656;0.58;30;0;0.15;0.121;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.11;0;0;0;0;0.11;0;3;1;1.23E-03
802-064;0.131;2.922;2.435;2.656;0.58;30;0;0.15;0.12;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.149;0;0;0;0;0.149;0;3;1;7.05E-04
802-065;0.131;2.922;2.435;2.656;0.58;30;0;0.15;0.12;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.186;0;0;0;0;0.186;0;3;1;2.64E-04
802-066;0.131;2.922;2.435;2.656;0.58;30;0;0.15;0.12;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.224;0;0;0;0;0.224;0;3;1;1.34E-04
802-067;0.132;2.922;2.435;2.656;0.58;30;0;0.15;0.12;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.261;0;0;0;0;0.261;0;3;1;6.05E-05
802-068;0.153;2.922;2.435;2.656;0.58;30;0;0.1;0.095;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.075;0;0;0;0;0.075;0;3;1;1.48E-03
802-069;0.149;2.922;2.435;2.656;0.58;30;0;0.1;0.095;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.113;0;0;0;0;0.113;0;3;1;4.99E-04
802-070;0.141;2.922;2.435;2.656;0.58;30;0;0.1;0.094;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.15;0;0;0;0;0.15;0;3;1;2.13E-04
802-071;0.149;2.922;2.435;2.656;0.58;30;0;0.1;0.095;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.189;0;0;0;0;0.189;0;3;1;1.08E-04
802-072;0.146;2.922;2.435;2.656;0.58;30;0;0.1;0.095;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.225;0;0;0;0;0.225;0;3;1;4.45E-05
802-073;0.145;2.922;2.435;2.656;0.58;30;0;0.1;0.095;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.26;0;0;0;0;0.26;0;3;1;2.65E-05
802-074;0.149;2.922;2.435;2.656;0.58;30;0;0.05;0.058;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.073;0;0;0;0;0.073;0;4;1;4.06E-04
802-075;0.148;2.922;2.435;2.656;0.58;30;0;0.05;0.058;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.109;0;0;0;0;0.109;0;4;1;1.23E-04
802-076;0.151;2.922;2.435;2.656;0.58;30;0;0.05;0.058;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.148;0;0;0;0;0.148;0;4;1;2.32E-05
802-077;0.151;2.922;2.435;2.656;0.58;30;0;0.05;0.058;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.184;0;0;0;0;0.184;0;4;1;1.01E-05
802-078;0.152;2.922;2.435;2.656;0.58;30;0;0.05;0.058;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.222;0;0;0;0;0.222;0;4;1;3.70E-06
802-079;0.152;2.922;2.435;2.656;0.58;30;0;0.05;0.058;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.26;0;0;0;0;0.26;0;4;1;1.21E-06
802-088;0.096;2.922;2.435;2.656;0.58;30;0;0.15;0.107;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.071;0;0;0;0;0.071;0;2;1;1.92E-03
802-089;0.108;2.922;2.435;2.656;0.58;30;0;0.15;0.113;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.11;0;0;0;0;0.11;0;3;1;8.00E-04
802-091;0.065;2.922;2.435;2.656;0.58;30;0;0.15;0.082;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.071;0;0;0;0;0.071;0;2;1;5.25E-04
802-092;0.065;2.922;2.435;2.656;0.58;30;0;0.15;0.082;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.11;0;0;0;0;0.11;0;2;1;2.60E-04
802-094;0.158;1.774;1.478;1.613;0.58;10;0;0.225;0.156;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.07;0;0;0;0;0.07;0;3;1;2.78E-03
802-095;0.151;1.774;1.478;1.613;0.58;10;0;0.225;0.151;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.108;0;0;0;0;0.108;0;3;1;1.77E-03
802-096;0.148;1.774;1.478;1.613;0.58;10;0;0.225;0.149;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.148;0;0;0;0;0.148;0;3;1;9.60E-04
802-097;0.149;1.774;1.478;1.613;0.58;10;0;0.225;0.15;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.183;0;0;0;0;0.183;0;3;1;5.23E-04
802-098;0.149;1.774;1.478;1.613;0.58;10;0;0.225;0.15;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.205;0;0;0;0;0.205;0;3;1;3.70E-04
802-099;0.148;1.774;1.478;1.613;0.58;10;0;0.225;0.149;1.808;1.507;1.644;0.225;0;1;0;0;0;0;0.259;0;0;0;0;0.259;0;3;1;2.22E-04
802-100;0.152;1.774;1.478;1.613;0.58;10;0;0.15;0.134;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.074;0;0;0;0;0.074;0;3;1;2.65E-03
802-101;0.152;1.774;1.478;1.613;0.58;10;0;0.15;0.134;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.108;0;0;0;0;0.108;0;3;1;1.70E-03
802-102;0.15;1.774;1.478;1.613;0.58;10;0;0.15;0.133;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.148;0;0;0;0;0.148;0;3;1;8.68E-04
802-103;0.152;1.774;1.478;1.613;0.58;10;0;0.15;0.134;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.186;0;0;0;0;0.186;0;3;1;4.00E-04
802-104;0.146;1.774;1.478;1.613;0.58;10;0;0.15;0.132;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.224;0;0;0;0;0.224;0;3;1;2.48E-04
802-105;0.146;1.774;1.478;1.613;0.58;10;0;0.15;0.132;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.26;0;0;0;0;0.26;0;3;1;1.73E-04
802-106;0.162;1.774;1.478;1.613;0.58;10;0;0.1;0.112;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.072;0;0;0;0;0.072;0;4;1;2.33E-03
802-107;0.154;1.774;1.478;1.613;0.58;10;0;0.1;0.111;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.108;0;0;0;0;0.108;0;4;1;1.02E-03
