Name;Hm0 deep;Tp deep;Tm deep;Tm-1,0 deep;h deep;m;b;h;Hm0 toe;Tp toe;Tm toe;Tm-1,0 toe;ht;Bt;gf;cotad;cotau;cotaexcl;cotaincl;Rc;B;hb;tanaB;Bh;Ac;Gc;RF;CF;q
;m;s;s;s;m;;°;m;m;s;s;s;m;m;;;;;;m;m;m;;m;m;m;;;m3/s/m
802-108;0.151;1.774;1.478;1.613;0.58;10;0;0.1;0.11;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.146;0;0;0;0;0.146;0;4;1;5.01E-04
802-109;0.159;1.774;1.478;1.613;0.58;10;0;0.1;0.112;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.185;0;0;0;0;0.185;0;4;1;2.56E-04
802-110;0.16;1.774;1.478;1.613;0.58;10;0;0.1;0.112;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.222;0;0;0;0;0.222;0;4;1;1.77E-04
802-111;0.162;1.774;1.478;1.613;0.58;10;0;0.1;0.112;1.808;1.507;1.644;0.1;0;1;0;0;0;0;0.259;0;0;0;0;0.259;0;4;1;9.05E-05
802-112;0.161;1.774;1.478;1.613;0.58;10;0;0.05;0.083;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.072;0;0;0;0;0.072;0;4;1;1.33E-03
802-113;0.157;1.774;1.478;1.613;0.58;10;0;0.05;0.083;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.107;0;0;0;0;0.107;0;4;1;5.77E-04
802-114;0.157;1.774;1.478;1.613;0.58;10;0;0.05;0.083;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.146;0;0;0;0;0.146;0;4;1;2.11E-04
802-115;0.159;1.774;1.478;1.613;0.58;10;0;0.05;0.083;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.186;0;0;0;0;0.186;0;4;1;7.58E-05
802-116;0.159;1.774;1.478;1.613;0.58;10;0;0.05;0.083;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.223;0;0;0;0;0.223;0;4;1;4.61E-05
802-117;0.163;1.774;1.478;1.613;0.58;10;0;0.05;0.083;1.808;1.507;1.644;0.05;0;1;0;0;0;0;0.26;0;0;0;0;0.26;0;4;1;2.23E-05
802-135;0.092;1.774;1.478;1.613;0.58;10;0;0.15;0.102;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.074;0;0;0;0;0.074;0;3;1;7.43E-04
802-136;0.092;1.774;1.478;1.613;0.58;10;0;0.15;0.102;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.109;0;0;0;0;0.109;0;3;1;3.73E-04
802-138;0.053;1.774;1.478;1.613;0.58;10;0;0.15;0.062;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.074;0;0;0;0;0.074;0;3;1;8.26E-05
802-139;0.051;1.774;1.478;1.613;0.58;10;0;0.15;0.06;1.808;1.507;1.644;0.15;0;1;0;0;0;0;0.108;0;0;0;0;0.108;0;3;1;1.20E-05
802-141;0.128;2.4;2;2.182;0.58;10;0;0.225;0.143;2.445;2.038;2.223;0.225;0;1;0;0;0;0;0.068;0;0;0;0;0.068;0;3;1;3.22E-03
802-142;0.129;2.4;2;2.182;0.58;10;0;0.225;0.144;2.445;2.038;2.223;0.225;0;1;0;0;0;0;0.146;0;0;0;0;0.146;0;3;1;8.92E-04
802-143;0.126;2.4;2;2.182;0.58;10;0;0.225;0.141;2.445;2.038;2.223;0.225;0;1;0;0;0;0;0.219;0;0;0;0;0.219;0;3;1;3.45E-04
802-144;0.13;2.4;2;2.182;0.58;10;0;0.15;0.137;2.445;2.038;2.223;0.15;0;1;0;0;0;0;0.073;0;0;0;0;0.073;0;3;1;3.00E-03
802-145;0.132;2.4;2;2.182;0.58;10;0;0.15;0.138;2.445;2.038;2.223;0.15;0;1;0;0;0;0;0.148;0;0;0;0;0.148;0;3;1;7.62E-04
802-146;0.129;2.4;2;2.182;0.58;10;0;0.15;0.137;2.445;2.038;2.223;0.15;0;1;0;0;0;0;0.225;0;0;0;0;0.225;0;3;1;2.38E-04
802-147;0.131;2.4;2;2.182;0.58;10;0;0.1;0.122;2.445;2.038;2.223;0.1;0;1;0;0;0;0;0.072;0;0;0;0;0.072;0;4;1;2.48E-03
802-148;0.131;2.4;2;2.182;0.58;10;0;0.1;0.122;2.445;2.038;2.223;0.1;0;1;0;0;0;0;0.147;0;0;0;0;0.147;0;4;1;6.55E-04
802-149;0.133;2.4;2;2.182;0.58;10;0;0.1;0.123;2.445;2.038;2.223;0.1;0;1;0;0;0;0;0.184;0;0;0;0;0.184;0;4;1;3.50E-04
802-150;0.14;2.4;2;2.182;0.58;10;0;0.05;0.097;2.445;2.038;2.223;0.05;0;1;0;0;0;0;0.11;0;0;0;0;0.11;0;4;1;7.99E-04
802-151;0.138;2.4;2;2.182;0.58;10;0;0.05;0.096;2.445;2.038;2.223;0.05;0;1;0;0;0;0;0.15;0;0;0;0;0.15;0;4;1;3.57E-04
802-152;0.139;2.4;2;2.182;0.58;10;0;0.05;0.096;2.445;2.038;2.223;0.05;0;1;0;0;0;0;0.185;0;0;0;0;0.185;0;4;1;1.45E-04
802-163;0.143;2.922;2.435;2.656;0.58;10;0;0.225;0.161;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.07;0;0;0;0;0.07;0;3;1;4.64E-03
802-164;0.139;2.922;2.435;2.656;0.58;10;0;0.225;0.158;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.108;0;0;0;0;0.108;0;3;1;3.44E-03
802-165;0.14;2.922;2.435;2.656;0.58;10;0;0.225;0.159;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.148;0;0;0;0;0.148;0;3;1;2.22E-03
802-166;0.148;2.922;2.435;2.656;0.58;10;0;0.225;0.166;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.183;0;0;0;0;0.183;0;3;1;1.54E-03
802-167;0.151;2.922;2.435;2.656;0.58;10;0;0.225;0.168;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.205;0;0;0;0;0.205;0;3;1;1.01E-03
802-168;0.151;2.922;2.435;2.656;0.58;10;0;0.225;0.168;2.971;2.476;2.701;0.225;0;1;0;0;0;0;0.259;0;0;0;0;0.259;0;3;1;6.26E-04
802-169;0.128;2.922;2.435;2.656;0.58;10;0;0.15;0.143;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.074;0;0;0;0;0.074;0;3;1;4.61E-03
802-170;0.132;2.922;2.435;2.656;0.58;10;0;0.15;0.145;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.108;0;0;0;0;0.108;0;3;1;3.14E-03
802-171;0.134;2.922;2.435;2.656;0.58;10;0;0.15;0.147;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.148;0;0;0;0;0.148;0;3;1;2.01E-03
802-172;0.131;2.922;2.435;2.656;0.58;10;0;0.15;0.145;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.186;0;0;0;0;0.186;0;3;1;1.08E-03
802-173;0.13;2.922;2.435;2.656;0.58;10;0;0.15;0.144;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.224;0;0;0;0;0.224;0;3;1;6.37E-04
802-174;0.138;2.922;2.435;2.656;0.58;10;0;0.15;0.149;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.26;0;0;0;0;0.26;0;3;1;4.47E-04
802-175;0.139;2.922;2.435;2.656;0.58;10;0;0.1;0.137;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.072;0;0;0;0;0.072;0;4;1;3.85E-03
802-176;0.132;2.922;2.435;2.656;0.58;10;0;0.1;0.133;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.108;0;0;0;0;0.108;0;4;1;2.30E-03
802-177;0.129;2.922;2.435;2.656;0.58;10;0;0.1;0.132;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.146;0;0;0;0;0.146;0;4;1;1.54E-03
802-178;0.13;2.922;2.435;2.656;0.58;10;0;0.1;0.132;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.185;0;0;0;0;0.185;0;4;1;7.56E-04
802-179;0.131;2.922;2.435;2.656;0.58;10;0;0.1;0.133;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.222;0;0;0;0;0.222;0;4;1;5.10E-04
802-180;0.135;2.922;2.435;2.656;0.58;10;0;0.1;0.135;2.971;2.476;2.701;0.1;0;1;0;0;0;0;0.259;0;0;0;0;0.259;0;4;1;3.02E-04
802-181;0.142;2.922;2.435;2.656;0.58;10;0;0.05;0.108;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.072;0;0;0;0;0.072;0;4;1;3.30E-03
802-182;0.137;2.922;2.435;2.656;0.58;10;0;0.05;0.106;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.107;0;0;0;0;0.107;0;4;1;1.97E-03
802-183;0.138;2.922;2.435;2.656;0.58;10;0;0.05;0.106;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.146;0;0;0;0;0.146;0;4;1;1.07E-03
802-184;0.141;2.922;2.435;2.656;0.58;10;0;0.05;0.107;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.186;0;0;0;0;0.186;0;4;1;4.84E-04
802-185;0.139;2.922;2.435;2.656;0.58;10;0;0.05;0.107;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.223;0;0;0;0;0.223;0;4;1;2.41E-04
802-186;0.137;2.922;2.435;2.656;0.58;10;0;0.05;0.106;2.971;2.476;2.701;0.05;0;1;0;0;0;0;0.26;0;0;0;0;0.26;0;4;1;1.28E-04
802-204;0.089;2.922;2.435;2.656;0.58;10;0;0.15;0.11;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.074;0;0;0;0;0.074;0;3;1;1.88E-03
802-205;0.096;2.922;2.435;2.656;0.58;10;0;0.15;0.117;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.109;0;0;0;0;0.109;0;3;1;1.19E-03
802-207;0.058;2.922;2.435;2.656;0.58;10;0;0.15;0.075;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.074;0;0;0;0;0.074;0;3;1;3.16E-04
802-208;0.057;2.922;2.435;2.656;0.58;10;0;0.15;0.074;2.971;2.476;2.701;0.15;0;1;0;0;0;0;0.108;0;0;0;0;0.108;0;3;1;9.01E-05
802-210;0.154;1.774;1.478;1.613;0.58;30;0;0.225;0.139;1.808;1.507;1.644;0.225;0;0.38;1.5;1.5;1.5;1.5;0.065;0;0;0;0;0.05;0.186;2;2;2.19E-03
802-211;0.157;1.774;1.478;1.613;0.58;30;0;0.225;0.14;1.808;1.507;1.644;0.225;0;0.38;1.5;1.5;1.5;1.5;0.141;0;0;0;0;0.126;0.186;2;2;1.63E-04
802-212;0.149;1.774;1.478;1.613;0.58;30;0;0.225;0.137;1.808;1.507;1.644;0.225;0;0.38;1.5;1.5;1.5;1.5;0.211;0;0;0;0;0.196;0.186;2;2;7.70E-06
802-213;0.165;1.774;1.478;1.613;0.58;30;0;0.15;0.108;1.808;1.507;1.644;0.15;0;0.38;1.5;1.5;1.5;1.5;0.07;0;0;0;0;0.055;0.186;2;2;7.69E-04
802-214;0.156;1.774;1.478;1.613;0.58;30;0;0.15;0.107;1.808;1.507;1.644;0.15;0;0.38;1.5;1.5;1.5;1.5;0.147;0;0;0;0;0.132;0.186;2;2;2.92E-05
802-215;0.154;1.774;1.478;1.613;0.58;30;0;0.15;0.106;1.808;1.507;1.644;0.15;0;0.38;1.5;1.5;1.5;1.5;0.222;0;0;0;0;0.207;0.186;2;2;1.15E-06
802-216;0.155;1.774;1.478;1.613;0.58;30;0;0.1;0.079;1.808;1.507;1.644;0.1;0;0.38;1.5;1.5;1.5;1.5;0.077;0;0;0;0;0.062;0.186;3;2;1.90E-04
802-217;0.17;1.774;1.478;1.613;0.58;30;0;0.1;0.08;1.808;1.507;1.644;0.1;0;0.38;1.5;1.5;1.5;1.5;0.113;0;0;0;0;0.098;0.186;3;2;3.43E-05
802-219;0.162;1.774;1.478;1.613;0.58;30;0;0.05;0.046;1.808;1.507;1.644;0.05;0;0.38;1.5;1.5;1.5;1.5;0.108;0;0;0;0;0.093;0.15;4;2;9.10E-06
802-222;0.092;1.774;1.478;1.613;0.58;30;0;0.225;0.096;1.808;1.507;1.644;0.225;0;0.38;1.5;1.5;1.5;1.5;0.065;0;0;0;0;0.05;0.186;2;2;3.24E-04
802-223;0.089;1.774;1.478;1.613;0.58;30;0;0.225;0.093;1.808;1.507;1.644;0.225;0;0.38;1.5;1.5;1.5;1.5;0.141;0;0;0;0;0.126;0.186;2;2;8.70E-07
802-224;0.1;1.774;1.478;1.613;0.58;30;0;0.15;0.096;1.808;1.507;1.644;0.15;0;0.38;1.5;1.5;1.5;1.5;0.07;0;0;0;0;0.055;0.186;2;2;1.29E-04
802-226;0.089;1.774;1.478;1.613;0.58;30;0;0.1;0.074;1.808;1.507;1.644;0.1;0;0.38;1.5;1.5;1.5;1.5;0.077;0;0;0;0;0.062;0.186;3;2;1.76E-05
802-227;0.089;1.774;1.478;1.613;0.58;30;0;0.1;0.074;1.808;1.507;1.644;0.1;0;0.38;1.5;1.5;1.5;1.5;0.113;0;0;0;0;0.098;0.186;3;2;5.00E-07
802-229;0.136;2.4;2;2.182;0.58;30;0;0.225;0.136;2.445;2.038;2.223;0.225;0;0.38;1.5;1.5;1.5;1.5;0.065;0;0;0;0;0.05;0.186;2;2;2.58E-03
802-230;0.14;2.4;2;2.182;0.58;30;0;0.225;0.139;2.445;2.038;2.223;0.225;0;0.38;1.5;1.5;1.5;1.5;0.141;0;0;0;0;0.126;0.186;2;2;3.94E-04
802-231;0.131;2.4;2;2.182;0.58;30;0;0.225;0.133;2.445;2.038;2.223;0.225;0;0.38;1.5;1.5;1.5;1.5;0.211;0;0;0;0;0.196;0.186;2;2;3.50E-05
802-232;0.129;2.4;2;2.182;0.58;30;0;0.15;0.111;2.445;2.038;2.223;0.15;0;0.38;1.5;1.5;1.5;1.5;0.07;0;0;0;0;0.055;0.186;3;2;1.12E-03
802-233;0.136;2.4;2;2.182;0.58;30;0;0.15;0.113;2.445;2.038;2.223;0.15;0;0.38;1.5;1.5;1.5;1.5;0.147;0;0;0;0;0.132;0.186;3;2;6.65E-05
802-234;0.133;2.4;2;2.182;0.58;30;0;0.15;0.112;2.445;2.038;2.223;0.15;0;0.38;1.5;1.5;1.5;1.5;0.222;0;0;0;0;0.207;0.186;3;2;3.20E-06
802-235;0.136;2.4;2;2.182;0.58;30;0;0.1;0.087;2.445;2.038;2.223;0.1;0;0.38;1.5;1.5;1.5;1.5;0.077;0;0;0;0;0.062;0.186;3;2;2.73E-04
802-236;0.145;2.4;2;2.182;0.58;30;0;0.1;0.087;2.445;2.038;2.223;0.1;0;0.38;1.5;1.5;1.5;1.5;0.113;0;0;0;0;0.098;0.186;3;2;6.01E-05
802-237;0.154;2.4;2;2.182;0.58;30;0;0.1;0.088;2.445;2.038;2.223;0.1;0;0.38;1.5;1.5;1.5;1.5;0.152;0;0;0;0;0.137;0.186;3;2;8.40E-06
802-238;0.132;2.4;2;2.182;0.58;30;0;0.05;0.052;2.445;2.038;2.223;0.05;0;0.38;1.5;1.5;1.5;1.5;0.108;0;0;0;0;0.093;0.15;4;2;3.05E-05
802-239;0.133;2.4;2;2.182;0.58;30;0;0.05;0.052;2.445;2.038;2.223;0.05;0;0.38;1.5;1.5;1.5;1.5;0.146;0;0;0;0;0.131;0.15;4;2;1.23E-06
802-241;0.084;2.4;2;2.182;0.58;30;0;0.225;0.091;2.445;2.038;2.223;0.225;0;0.38;1.5;1.5;1.5;1.5;0.065;0;0;0;0;0.05;0.186;2;2;7.02E-04
802-242;0.085;2.4;2;2.182;0.58;30;0;0.225;0.092;2.445;2.038;2.223;0.225;0;0.38;1.5;1.5;1.5;1.5;0.141;0;0;0;0;0.126;0.186;2;2;2.14E-05
802-243;0.093;2.4;2;2.182;0.58;30;0;0.15;0.098;2.445;2.038;2.223;0.15;0;0.38;1.5;1.5;1.5;1.5;0.07;0;0;0;0;0.055;0.186;2;2;3.50E-04
802-244;0.088;2.4;2;2.182;0.58;30;0;0.15;0.095;2.445;2.038;2.223;0.15;0;0.38;1.5;1.5;1.5;1.5;0.147;0;0;0;0;0.132;0.186;2;2;3.40E-06
802-245;0.085;2.4;2;2.182;0.58;30;0;0.1;0.079;2.445;2.038;2.223;0.1;0;0.38;1.5;1.5;1.5;1.5;0.077;0;0;0;0;0.062;0.186;3;2;7.21E-05
802-246;0.086;2.4;2;2.182;0.58;30;0;0.1;0.079;2.445;2.038;2.223;0.1;0;0.38;1.5;1.5;1.5;1.5;0.113;0;0;0;0;0.098;0.186;3;2;1.82E-06
802-247;0.086;2.4;2;2.182;0.58;30;0;0.1;0.079;2.445;2.038;2.223;0.1;0;0.38;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.135;0.186;3;2;5.20E-07
802-248;0.096;2.4;2;2.182;0.58;30;0;0.05;0.051;2.445;2.038;2.223;0.05;0;0.38;1.5;1.5;1.5;1.5;0.108;0;0;0;0;0.093;0.15;4;2;1.80E-07
802-249;0.14;2.922;2.435;2.656;0.58;30;0;0.225;0.142;2.971;2.476;2.701;0.225;0;0.38;1.5;1.5;1.5;1.5;0.065;0;0;0;0;0.05;0.186;2;2;5.00E-03
802-250;0.14;2.922;2.435;2.656;0.58;30;0;0.225;0.142;2.971;2.476;2.701;0.225;0;0.38;1.5;1.5;1.5;1.5;0.141;0;0;0;0;0.126;0.186;2;2;1.56E-03
802-251;0.14;2.922;2.435;2.656;0.58;30;0;0.225;0.142;2.971;2.476;2.701;0.225;0;0.38;1.5;1.5;1.5;1.5;0.211;0;0;0;0;0.196;0.186;2;2;2.73E-04
802-252;0.138;2.922;2.435;2.656;0.58;30;0;0.15;0.119;2.971;2.476;2.701;0.15;0;0.38;1.5;1.5;1.5;1.5;0.07;0;0;0;0;0.055;0.186;3;2;1.67E-03
802-253;0.146;2.922;2.435;2.656;0.58;30;0;0.15;0.121;2.971;2.476;2.701;0.15;0;0.38;1.5;1.5;1.5;1.5;0.147;0;0;0;0;0.132;0.186;3;2;2.25E-04
802-254;0.145;2.922;2.435;2.656;0.58;30;0;0.15;0.12;2.971;2.476;2.701;0.15;0;0.38;1.5;1.5;1.5;1.5;0.222;0;0;0;0;0.207;0.186;3;2;1.07E-05
802-255;0.131;2.922;2.435;2.656;0.58;30;0;0.1;0.092;2.971;2.476;2.701;0.1;0;0.38;1.5;1.5;1.5;1.5;0.077;0;0;0;0;0.062;0.186;3;2;6.86E-04
802-256;0.153;2.922;2.435;2.656;0.58;30;0;0.1;0.094;2.971;2.476;2.701;0.1;0;0.38;1.5;1.5;1.5;1.5;0.113;0;0;0;0;0.098;0.186;3;2;1.93E-04
802-257;0.134;2.922;2.435;2.656;0.58;30;0;0.1;0.092;2.971;2.476;2.701;0.1;0;0.38;1.5;1.5;1.5;1.5;0.152;0;0;0;0;0.137;0.186;3;2;1.55E-05
802-258;0.15;2.922;2.435;2.656;0.58;30;0;0.05;0.058;2.971;2.476;2.701;0.05;0;0.38;1.5;1.5;1.5;1.5;0.108;0;0;0;0;0.093;0.15;4;2;8.52E-05
802-259;0.131;2.922;2.435;2.656;0.58;30;0;0.05;0.057;2.971;2.476;2.701;0.05;0;0.38;1.5;1.5;1.5;1.5;0.146;0;0;0;0;0.131;0.15;4;2;3.10E-06
802-261;0.062;2.922;2.435;2.656;0.58;30;0;0.225;0.068;2.971;2.476;2.701;0.225;0;0.38;1.5;1.5;1.5;1.5;0.065;0;0;0;0;0.05;0.186;2;2;6.61E-04
802-262;0.063;2.922;2.435;2.656;0.58;30;0;0.225;0.069;2.971;2.476;2.701;0.225;0;0.38;1.5;1.5;1.5;1.5;0.141;0;0;0;0;0.126;0.186;2;2;5.70E-06
802-263;0.074;2.922;2.435;2.656;0.58;30;0;0.15;0.086;2.971;2.476;2.701;0.15;0;0.38;1.5;1.5;1.5;1.5;0.07;0;0;0;0;0.055;0.186;2;2;2.82E-04
802-264;0.072;2.922;2.435;2.656;0.58;30;0;0.15;0.084;2.971;2.476;2.701;0.15;0;0.38;1.5;1.5;1.5;1.5;0.147;0;0;0;0;0.132;0.186;2;2;5.50E-06
802-265;0.066;2.922;2.435;2.656;0.58;30;0;0.1;0.075;2.971;2.476;2.701;0.1;0;0.38;1.5;1.5;1.5;1.5;0.077;0;0;0;0;0.062;0.186;3;2;4.65E-05
802-266;0.073;2.922;2.435;2.656;0.58;30;0;0.1;0.079;2.971;2.476;2.701;0.1;0;0.38;1.5;1.5;1.5;1.5;0.113;0;0;0;0;0.098;0.186;3;2;1.78E-06
802-267;0.069;2.922;2.435;2.656;0.58;30;0;0.1;0.077;2.971;2.476;2.701;0.1;0;0.38;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.135;0.186;3;2;2.80E-07
802-269;0.126;1.774;1.478;1.613;0.58;10;0;0.225;0.133;1.808;1.507;1.644;0.225;0;0.38;1.5;1.5;1.5;1.5;0.073;0;0;0;0;0.058;0.186;3;2;1.29E-03
802-270;0.146;1.774;1.478;1.613;0.58;10;0;0.225;0.148;1.808;1.507;1.644;0.225;0;0.38;1.5;1.5;1.5;1.5;0.146;0;0;0;0;0.131;0.186;3;2;9.63E-05
802-271;0.152;1.774;1.478;1.613;0.58;10;0;0.225;0.152;1.808;1.507;1.644;0.225;0;0.38;1.5;1.5;1.5;1.5;0.221;0;0;0;0;0.206;0.186;3;2;7.00E-06
802-272;0.155;1.774;1.478;1.613;0.58;10;0;0.15;0.135;1.808;1.507;1.644;0.15;0;0.38;1.5;1.5;1.5;1.5;0.073;0;0;0;0;0.058;0.186;3;2;1.22E-03
802-273;0.156;1.774;1.478;1.613;0.58;10;0;0.15;0.135;1.808;1.507;1.644;0.15;0;0.38;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.135;0.186;3;2;9.30E-05
802-274;0.156;1.774;1.478;1.613;0.58;10;0;0.15;0.135;1.808;1.507;1.644;0.15;0;0.38;1.5;1.5;1.5;1.5;0.226;0;0;0;0;0.211;0.186;3;2;8.70E-06
802-275;0.156;1.774;1.478;1.613;0.58;10;0;0.1;0.111;1.808;1.507;1.644;0.1;0;0.38;1.5;1.5;1.5;1.5;0.072;0;0;0;0;0.057;0.186;4;2;1.39E-03
802-276;0.154;1.774;1.478;1.613;0.58;10;0;0.1;0.111;1.808;1.507;1.644;0.1;0;0.38;1.5;1.5;1.5;1.5;0.148;0;0;0;0;0.133;0.186;4;2;1.02E-04
802-277;0.161;1.774;1.478;1.613;0.58;10;0;0.1;0.112;1.808;1.507;1.644;0.1;0;0.38;1.5;1.5;1.5;1.5;0.184;0;0;0;0;0.169;0.186;4;2;3.01E-05
802-278;0.168;1.774;1.478;1.613;0.58;10;0;0.05;0.084;1.808;1.507;1.644;0.05;0;0.38;1.5;1.5;1.5;1.5;0.11;0;0;0;0;0.095;0.15;4;2;3.71E-04
802-279;0.168;1.774;1.478;1.613;0.58;10;0;0.05;0.084;1.808;1.507;1.644;0.05;0;0.38;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.135;0.15;4;2;1.04E-04
802-280;0.164;1.774;1.478;1.613;0.58;10;0;0.05;0.083;1.808;1.507;1.644;0.05;0;0.38;1.5;1.5;1.5;1.5;0.185;0;0;0;0;0.17;0.15;4;2;3.13E-05
802-283;0.088;1.774;1.478;1.613;0.58;10;0;0.225;0.096;1.808;1.507;1.644;0.225;0;0.38;1.5;1.5;1.5;1.5;0.073;0;0;0;0;0.058;0.186;3;2;1.02E-04
802-285;0.084;1.774;1.478;1.613;0.58;10;0;0.15;0.095;1.808;1.507;1.644;0.15;0;0.38;1.5;1.5;1.5;1.5;0.074;0;0;0;0;0.059;0.186;3;2;1.02E-04
802-286;0.092;1.774;1.478;1.613;0.58;10;0;0.15;0.102;1.808;1.507;1.644;0.15;0;0.38;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.135;0.186;3;2;3.60E-07
802-287;0.095;1.774;1.478;1.613;0.58;10;0;0.1;0.095;1.808;1.507;1.644;0.1;0;0.38;1.5;1.5;1.5;1.5;0.072;0;0;0;0;0.057;0.186;3;2;1.60E-04
802-288;0.087;1.774;1.478;1.613;0.58;10;0;0.1;0.091;1.808;1.507;1.644;0.1;0;0.38;1.5;1.5;1.5;1.5;0.148;0;0;0;0;0.133;0.186;3;2;7.90E-07
802-289;0.095;1.774;1.478;1.613;0.58;10;0;0.05;0.075;1.808;1.507;1.644;0.05;0;0.38;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.135;0.15;4;2;2.90E-06
802-290;0.142;2.4;2;2.182;0.58;10;0;0.225;0.155;2.445;2.038;2.223;0.225;0;0.38;1.5;1.5;1.5;1.5;0.073;0;0;0;0;0.058;0.186;3;2;2.11E-03
802-291;0.124;2.4;2;2.182;0.58;10;0;0.225;0.139;2.445;2.038;2.223;0.225;0;0.38;1.5;1.5;1.5;1.5;0.146;0;0;0;0;0.131;0.186;3;2;1.92E-04
802-292;0.125;2.4;2;2.182;0.58;10;0;0.225;0.14;2.445;2.038;2.223;0.225;0;0.38;1.5;1.5;1.5;1.5;0.221;0;0;0;0;0.206;0.186;3;2;1.53E-05
802-293;0.131;2.4;2;2.182;0.58;10;0;0.15;0.138;2.445;2.038;2.223;0.15;0;0.38;1.5;1.5;1.5;1.5;0.073;0;0;0;0;0.058;0.186;3;2;1.63E-03
802-294;0.133;2.4;2;2.182;0.58;10;0;0.15;0.139;2.445;2.038;2.223;0.15;0;0.38;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.135;0.186;3;2;1.83E-04
802-295;0.133;2.4;2;2.182;0.58;10;0;0.15;0.139;2.445;2.038;2.223;0.15;0;0.38;1.5;1.5;1.5;1.5;0.226;0;0;0;0;0.211;0.186;3;2;1.33E-05
802-296;0.133;2.4;2;2.182;0.58;10;0;0.1;0.123;2.445;2.038;2.223;0.1;0;0.38;1.5;1.5;1.5;1.5;0.072;0;0;0;0;0.057;0.186;4;2;1.84E-03
802-297;0.129;2.4;2;2.182;0.58;10;0;0.1;0.121;2.445;2.038;2.223;0.1;0;0.38;1.5;1.5;1.5;1.5;0.148;0;0;0;0;0.133;0.186;4;2;2.24E-04
802-298;0.137;2.4;2;2.182;0.58;10;0;0.1;0.125;2.445;2.038;2.223;0.1;0;0.38;1.5;1.5;1.5;1.5;0.184;0;0;0;0;0.169;0.186;4;2;7.76E-05
802-299;0.141;2.4;2;2.182;0.58;10;0;0.05;0.097;2.445;2.038;2.223;0.05;0;0.38;1.5;1.5;1.5;1.5;0.11;0;0;0;0;0.095;0.15;4;2;6.51E-04
802-300;0.137;2.4;2;2.182;0.58;10;0;0.05;0.096;2.445;2.038;2.223;0.05;0;0.38;1.5;1.5;1.5;1.5;0.15;0;0;0;0;0.135;0.15;4;2;2.52E-04
802-301;0.134;2.4;2;2.182;0.58;10;0;0.05;0.095;2.445;2.038;2.223;0.05;0;0.38;1.5;1.5;1.5;1.5;0.185;0;0;0;0;0.17;0.15;4;2;1.00E-04
802-304;0.092;2.4;2;2.182;0.58;10;0;0.225;0.106;2.445;2.038;2.223;0.225;0;0.38;1.5;1.5;1.5;1.5;0.073;0;0;0;0;0.058;0.186;3;2;2.52E-04
802-305;0.098;2.4;2;2.182;0.58;10;0;0.225;0.113;2.445;2.038;2.223;0.225;0;0.38;1.5;1.5;1.5;1.5;0.148;0;0;0;0;0.133;0.186;3;2;4.30E-06
802-306;0.092;2.4;2;2.182;0.58;10;0;0.15;0.109;2.445;2.038;2.223;0.15;0;0.38;1.5;1.5;1.5;1.5;0.074;0;0;0;0;0.059;0.186;3;2;2.46E-04
